,text,Tipo
555,"El día de hoy, la Universidad de la Policía @UPCDMX_SSC sede del Programa Nacional de Vacunación abrió sus puertas para recibir a los habitantes mayores de 60 años de la @AlcaldiaAO por instrucciones de la Jefa de Gobierno @Claudiashein https://t.co/R5RYFnPPtN",Positivo
560,"El domingo, el inicio de ¡ otraaaaa ! campaña masiva de vacunación! 
Son 500 mil dosis para todo el país. 

¡Descomunal y monstruoso el engaño de que es víctima la población! 

¡@lopezobrador_ esta jugando con la vida de las personas!",Negativo
564,"El Dr. Gatell desmintió hoy a la alianza federalista y las supuestas vacunas echadas a perder.

Como es posible que haya gente que va a votar por el PRIANRDMC que sacrifica la vida de personas por quitar votos a Morena, increíble.

Ni un voto a estos mldtos",Positivo
565,"El Embajador Manpreet Vohra @VohraManpreet entrega la partida de 870 mil vacunas hechas en la India a Marcelo Ebrard @m_ebrard, Secretario de Relaciones Exteriores de México
Un testimonio de la amistad y el compromiso de la India🇮🇳con el pueblo de México🇲🇽
@SRE_mx @DrSJaishankar https://t.co/TFzzqsqPDq",Positivo
569,"El error humano fue haber votado por Morena, ¡pero las personas van a corregir!

Este gobierno no sabe darte salud, ni empleo, ni seguridad.

Nunca antes se había lucrado políticamente con una vacuna, el resultado: 204,147 personas han fallecido.

Son inhumanos y corruptos. https://t.co/VgjpSYoAcO",Negativo
570,"Él es don Alberto Javier Bringas Solís, de 67 años. El primer adulto mayor en ser vacunado en Cuajimalpa. Recibió la vacuna por parte de una enfermera de @Tu_IMSS, Jazmín Morga Valentín de la UMAA No. 42.

Avanza la vacunación en la CDMX y en todo el país. Seguiremos informando. https://t.co/V4t4YQGieS",Positivo
576,El gobernador @EnriqueAlfaroR no pudo organizar una vacunación eficiente... y amagaba con salirse del pacto fiscal. No se gobierna con ocurrencias ni rabietas.,Positivo
577,"El gobierno de @alfredodelmazo es
PURA SIMULACIÓN

Su repartidor de chayote, @JorgeAlbertoPZ
anuncia que #LordVacuna se ha separado TEMPORALMENTE
de su cargo, tras beneficiar indebidamente a su familia con vacuna #Covid_19 destinada a personal de Salud 

Corruptos... Miserables https://t.co/S9yWEI3Y0i",Negativo
580,"El gobierno insiste en vendernos la idea que la eficiencia vs el COVID se mide por camas disponibles de hospitales ¿Dónde quedó la medicina preventiva? Uso de cubrebocas obligatorio, sana distancia, vacunas etc",Negativo
583,"El Gobierno vacuno en todo el mes de enero menos de 700,000 personas.

Si en febrero lograran cuadriplicar esta cifra y se vacunara a 700,000 mexicanos por semana se vacunarían 2'800,000 en el mes.

A ese paso tardarán 3 años para vacunar a 100 millones.

Algo no va bien.",Negativo
589,"El mejor reportaje que se ha hecho sobre vacunas hasta el momento.
Todo lo que querían saber.
Deben de verlo.
Via (@TheEconomist)
https://t.co/eHLNR1gdcZ",Positivo
590,"El miércoles continua la vacunación de personas mayores de 60 años en la CDMX. 

En este caso residentes de las alcaldías Xochimilco, Tláhuac e Iztacalco; con 2 macro sedes de vacunación cada una, para 200 mil vacunas (1) https://t.co/W1giYnK2kg",Positivo
592,"El miércoles se reanuda el Programa Nacional de Vacunación a mayores de 60 años en la Ciudad. Ahora corresponde a las alcaldías @IztacalcoAl, @XochimilcoAl y @Alc_Tlahuac. Garantizamos vacunas para tod@s.

Una vez más, agradezco a las instituciones del @GobiernoMX. https://t.co/sccsmiAhfc",Positivo
593,El nombre verdadero de la anunciada vacuna hecha en México debiera ser: “6 de junio”. 🤔,Negativo
599,"El pdte. @lopezobrador_ hace un llamado a las naciones del mundo a ser fraternos y a impulsar el apoyo mutuo como agenda en común frente al egoísmo de algunos gobiernos por tratar de monopolizar las vacunas vs covid. Son tiempos de unidad, la salud es un derecho no privilegio. https://t.co/z0Tii0gVsR",Positivo
600,El pdte. @lopezobrador_ regresó a las conferencias matutinas. Agradeció las muestras de solidaridad por su salud. Explicó que no se aplicó la vacuna vs. Covid19 porque tenía que poner el ejemplo en un país donde ha predominado la corrupción y los privilegios. https://t.co/9tkv13lv00,Positivo
602,"El plan de vacunación de @lopezobrador_ está en nuevos problemas. Hoy no es por culpa de él, sino de empresas y empresarios que son sus aliados, y a los que ha cuidado de no balconear en la mañanera.
 https://t.co/x1YkUNlbLi",Negativo
603,"El plan nacional de vacunación continúa avanzando con éxito. Así lo comprobé cuando acudí a la alcaldía Miguel Hidalgo a vacunarme, donde constaté la buena organización y atención para quienes como yo vemos con optimismo una luz en el camino para superar la pandemia por Covid-19. https://t.co/s2CKVVM33n",Positivo
604,"El Plan Nacional de Vacunación contra #COVID19 es de cobertura universal. Las vacunas son un derecho para todas y todos, no un favor que se le deba a alguna autoridad, por lo que nadie debe condicionarla.",Positivo
607,"El poderoso gobierno, con miles de millones de dólares a su disposición, con 100 mil efectivos del ejercito, con miles de activistas.... logró -dice- vacunar a 1,621personas en todo México! 

@lopezobrador_ @HLGatell continúan una campaña nacional de vacunación....¡sin vacunas!",Negativo
609,El presidente @lopezobrador_  informó que se ha contagiado de COVID-19. Su trabajo incansable y su decisión de respetar sin privilegios el plan de vacunación lo situó en la vulnerabilidad de cualquier persona. Admirable. Elevamos oración por su pronta recuperación. Lo necesitamos,Positivo
611,"El presidente @lopezobrador_ y el presidente @LuchoXBolivia acordaron los siguientes compromisos:

1. Alcanzar el acuerdo de supresión de visas.
2. Promover el acceso justo a las vacunas contra el #COVID19.
3. Exhortar a la OEA a respetar la democracia.

https://t.co/87NELNoz4v https://t.co/20TRHJLUaq",Positivo
612,"El Presidente @lopezobrador_ y todo su gobierno, tienen listo un titánico plan para vacunar 💉🦠 contra el covid-19 a todos los mexicanos, de forma universal y gratuita 😎👊

¿En qué consiste? ¿Cuándo comenzará? Aquí te decimos 👇

https://t.co/NYCSWXv3OE",Positivo
623,EL PRIAN NUNCA VACUNÓ CONTRA EL COVID EN 70 AÑOS BIBA AMLO,Negativo
624,"El PRIANISMO no conoce otra forma más que las trampas y las infamias; no saben lo que es jugar derecho, sin intrigas y engaños. Son expertos en la guerra sucia. A todo aquel que reciba a alguien que le condicione la vacuna es su deber ciudadano denunciar #NoMásGuerraSucia https://t.co/z5fKmE8uEZ",Positivo
626,"El Programa Nacional de Vacunación avanza en la Ciudad, pero es muy importante seguirnos cuidando.

Recuerden que es hasta 15 días después de la segunda aplicación cuando estarán más protegidos.

No bajemos la guardia 🙏🏽",Positivo
628,"El que AMLO haya enfermado de Covid-19 al tiempo de que las vacunas ya se están aplicando en México tiene una IMPORTANTE y CONTUNDENTE implicación: @lopezobrador_ prédica con el ejemplo, NO SE SALTÓ LA FILA para ser vacunado. 
¡#FRESPECT👏🏽👏🏽👏🏽!
#FuerzaAMLO",Positivo
639,"El sr presidente no necesita médicos ni vacunas que recuerde lo que dijo hace unos meses, ahora que sus estampitas lo salven. https://t.co/f2k1fFUZ4l",Negativo
640,El sueño que vende el gobierno de México: vacunar sin vacunas,Negativo
643,"El Tuca ya está vacunado 💉

https://t.co/A17WZ7C0dd",Positivo
649,En 2018 se vacunó a más de 100 millones de personas. ¿Qué han hecho con esa estructura y esa experiencia? Sustituirlas con demagogia: destruirlas,Negativo
650,"En 30 años de salud “neoliberal”, las campañas de vacunación lograron disminuir la mortalidad infantil de 51 a 13 niños fallecidos de cada 1,000.
Este esquema está en riesgo por desabasto, mientras quieren vender la vacuna covid como una graciosa dádiva que debemos agradecer. 🙄 https://t.co/pc7w5QgZNH",Negativo
652,"En agosto, el subse @HLGatell dijo que por razones éticas y de bioseguridad no se puede ni se debe usar la vacuna rusa por no haber terminado los estudios de fase 3 satisfactoriamente. Ahora nos anuncian que esa es la vacuna que aplicará en México (24 millones de dosis). https://t.co/H28yOd3MC0",Negativo
655,"En Chile decidieron implementar la vacunación contra COVID-19 en autos y no lo van a poder creer... sin siervos de la nación 

Más en https://t.co/BjdELZkpfR https://t.co/8htGZsHtCB",Negativo
656,"En compañía del Coord. Gabriel García Hernández y la delegada @NancyOrtizOax, acudimos a Santa María Atzompa para supervisar el proceso de vacunación de personas mayores; conversamos con la población para restablecer la confianza y garantizar una jornada ordenada. https://t.co/aOD5UeXStU",Positivo
657,"En coordinación con el @GobiernoMX, continúa el Programa Nacional de Vacunación a adultos de 60 años y más.

Hoy en @AlcaldiaMHmx, primer apellido que inicie con W, X, Y y Z, además de rezagados y sin apellido paterno.

@AzcapotzalcoMx, primer apellido con N, Ñ, O, P, Q y R. https://t.co/HQHzOLh5zr",Positivo
658,"En días pasados he leído muchas loas a la experiencia de vacunación en la Ciudad de México. Todos agradecen en general, pero es algo que no sería posible sin la voluntad y supervisión permanente de la Jefa de Gobierno y su equipo. Por mi parte, ansío que ya les toque a mis papás.",Positivo
661,En el @Edomex continuamos trabajando por la salud de las familias mexiquenses. Hoy dimos seguimiento a la estrategia de vacunación y a nuestras acciones contra el #Covid_19mx. https://t.co/010K91OjvF,Positivo
662,"En el #Edoméx hacemos frente a la pandemia a través de cuatro líneas de acción: prevención, atención oportuna, aplicación de pruebas para detectar casos de #Covid_19mx y estrategias de vacunación.
#EdoméxEnSemáforoNaranja https://t.co/Gyh56fFYze",Positivo
663,"En el balance acumulado, hasta este día se han aplicado un total de cinco millones 459 mil 014 dosis de #Vacunas contra la enfermedad producida por el virus #SARSCoV2 a #PersonalDeSalud, #PersonalEducativo y #PersonasAdultasMayores. La mejor vacuna es cuidarnos mutuamente. https://t.co/GzAXx7yYDA",Positivo
664,En el centro en el que estoy llegaron las vacunas hace una hora. Soy el número 248 de la cola. Hay buena vibra en la cola. Es el México de siempre. https://t.co/JnVU619nHM,Positivo
666,"En el resto del mundo el personal médico ha sido tratado como héroes de la nación, porque lo son! En otros países fueron la prioridad número uno en la vacunación! México es el país en el que más han muerto, y tienen que suplicar por una vacuna! Esto es absolutamente INHUMANO👇🏼👇🏼 https://t.co/DkmPCB94Hi",Negativo
667,"En el sexto día de vacunación al personal educativo, la Brigada Correcaminos ya suma 16,461 dosis aplicadas de la vacuna contra #COVID19 en Campeche.",Positivo
668,"En Estados Unidos han vacunado a más personas en solo 1 día, que el gobierno de @lopezobrador_ en todos los 45 días que lleva la vacunación en México...

Son mentirosos y letales.",Negativo
670,"En este 2021 le llegó la vacuna a México
Fuera el PRIANRD 💉
Fuera el #Tumor 
#Redes https://t.co/pyfrXi9l9m",Positivo
671,"En este hilo está la historia de una inyección que resultó nomás piquete. Veremos el infame juego de la bolita entre todos los responsables. 
Consejo sincero: Si quieren lucrar electoralmente con las vacunas, es recomendable aplicarlas. 🤦🏻‍♂️ https://t.co/IQAAvrfSKj",Negativo
673,"En este momento aterriza en Mexico el avión procedente de EEUU con 1 millón 500 mil dosis de vacuna AstraZeneca, escucha bien en Mexico!!!",Negativo
675,"En EU se han aplicado más 42 millones de vacunas y la ciudadanía les exige más velocidad y más vacunas.

En México han aplicado menos de 1 millón de vacunas y gran parte de la ciudadanía los justifica y aplaude.

El gobierno NO es el problema.",Negativo
686,"En la Ciudad, al día de hoy se han aplicado 155,144 vacunas contra #Covid19 a personal de salud, de las cuales 45,005 corresponden a la segunda dosis.

Agradecemos el esfuerzo del @GobiernoMX.

Mientras llega nuestro turno, no bajemos la guardia.",Positivo
688,"En la sesión del Consejo de Seguridad de la ONU,proponemos que inicie la distribución acelerada de vacunas a todos vía COVAX y revertir el acaparamiento por parte de 10 países que concentran dos terceras partes de todas las vacunas. No es justo ni aceptable lo que ocurre. https://t.co/g5DsY9nzzN",Positivo
689,"En lugar de votar mi exhorto para que el gobierno vacune a todo el personal de salud, los @MorenaSenadores harán un concierto en su honor, como una conmemoración por este año COVID 😡

¡NECESITAN VACUNAS, NO MÚSICA!",Negativo
690,"En medio de una pandemia: 
El responsable de la vacunación está de vacaciones. 

¿Lloramos?",Negativo
692,"En México hemos recibido 10,758,845 dosis de vacunas contra #COVID19 y al corte de las 16:00 horas de este día suman 6,243,886 dosis aplicadas. La diferencia de 4 millones 500 mil dosis se encuentra en la cadena de distribución en el territorio nacional. https://t.co/d4zCwMoTvJ",Positivo
697,"En nuestra visita oficial a #México llegamos a importantes acuerdos para nuestros pueblos. A partir de mayo se suprimirán visas a bolivianos. Vamos a promover el acceso universal, justo, equitativo y oportuno a medicamentos, vacunas e insumos médicos, para enfrentar la #COVID19. https://t.co/cMhz4upEaA",Positivo
699,"En septiembre de 2020 el ministerio de Salud de Chile informó que el gobierno llevaba meses trabajando en el acceso oportuno para las vacunas. Por eso hoy son los líderes.

Mientras en México Amlo y Gatell no hacían NADA INTELIGENTE y hoy se sufren las consecuencias... https://t.co/oSujroOATr",Negativo
700,"En tiempos de pocas vacunas contra el COVID, que surja pues la vacuna contra el INE. Todos sabemos que la animadversión obradorista contra el árbitro electoral ha sido constante, pero la elección se acerca y el temor y la fiereza crecen. Hoy, México necesita al INE. 👇🏼 https://t.co/OuDU7oJgIA",Negativo
702,"En un afán suicida la derecha conservadora quiere que México se hunda. Va vs los Programas del Bienestar,las obras de infraestructura que crean centenares de miles de empleos y la campaña de vacunación. Quiere un estallido social.
Pido ver y compartir cRT
https://t.co/TRYOnmrxpN",Negativo
703,"En un mes, el gobierno de Péjico vacunó a menos personas que Estados Unidos en un día. 

Pero con la salud no se juega, dice la primera doña.",Negativo
704,"En vuelo desde Chicago 1 208 700 dosis de vacuna AstraZeneca, arribarán esta noche al Aeropuerto de la CDMX. Con ello se alcanzarán las dosis acordadas con EU para esta semana. Agradecemos al Presidente Biden y su equipo por el apoyo brindado a esta prioridad de México. https://t.co/7TJXwgjmNj",Positivo
706,"Entre el primer caso #Covid_19 y la primera vacuna,
hubo en México:

✔️Miles de personas heroicas
✔️Un esfuerzo titánico
✔️Una reconstrucción asombrosa
✔️Un gobierno humanista
✔️Una cadena de decisiones atinadas

Evaluemos lo ocurrido en su justa dimensión, para no olvidarlo https://t.co/0mRHj3coa8",Positivo
707,"Envasado hoy de las vacunas CanSino en la planta Drugmex, Querétaro, Me informa Martha Delgado que así se inicia la última etapa - pruebas biológicas de estabilidad y pureza-para ser  aplicadas en nuestro país con toda seguridad y eficiencia. Muy buena nueva para México!! https://t.co/v56kaI5TQz",Positivo
708,"Era evidente que la vacuna iba a llegar antes a personas que tuvieran conexiones con el gobierno o que engañaran al sistema, no al personal de primera línea. El plan era demasiado irreal y nunca tomó en cuenta la corrupción, la irresponsabilidad y el influyentismo del mexicano.",Negativo
712,"Es hora de que los ""expertos"" epidemiólogos de la oposición dejen de lado su obsesión con @lopezobrador_ y exijan a las farmacéuticas y a los países ricos que compartan sus descubrimientos científicos sobre el COVID.

Sobre esto escribí hoy en @LaJornada👇🏾
https://t.co/1SOlWmyjJP",Positivo
714,"Es inaceptable y error de política sanitaria que se siga marginando de la vacunación por #covid a doctoras, doctores, enfermeras y enfermeros y otros trabajadores de la salud, trabajen o no en hospitales públicos, mientras se vacuna primero a aliados políticos del gobierno.",Negativo
715,Es increíble que en Ecatepec sigan con esos retrasos en la aplicación de la vacuna. Increíble que sus autoridades municipales digan que “hay un mes” para terminar con 192 mil vacunas y que nadie de un manotazo sobre la mesa para arreglar el desastre.,Negativo
719,"Es un verdadero crimen contra la humanidad que ni un solo país o empresa fabricante de vacunas COVID haya compartido sus descubrimientos científicos de manera libre y gratuita con el mundo.😡

Les comparto mi columna de hoy en  @LaJornada👇🏾

https://t.co/6OlXyBSe9d",Positivo
721,"Escandaloso que quienes llamen a los adultos mayores para su cita de vacunación sean servidores de la nación y no personal de salud.

@lopezobrador_ no cuida las formas.

Sus operadores electorales al servicio de Morena ofreciendo las vacunas.

Tiene miedo de perder.

Lo entiendo",Negativo
722,"Escribe @galvanochoa:
Para Ripley: el proceso electoral de este año costará mas que la vacunación anti-Covid. La inmunización tendrá un costo, en principio, de 34 mil millones de pesos. Mover el engendro electoral tendrá un costo de 41 mil millones.
https://t.co/QP47UDPGrI https://t.co/UeRMQN7V1v",Positivo
723,"Escribo esto sólo para recordarles que, desde que llegó el primer lote de vacunas a México, se han reportado 291,832 casos y 20,746 muertes.

No hay plan, pero hay circo.",Negativo
724,"Escuche bien las noticias?
Había disponibles 2000 vacunas para aplicar, solo llegaron 300 personas a la 2a dosis, había personas sin #vacuna que querían vacunarse y los servidores de la nación decidieron que NO se vacunaban
En manos de quién estamos?
#mexico #covid #ecatepec",Negativo
725,"Escucho a @ArturoHerrera_G decir que “estamos negociando” la adquisición de vacunas.
¿Negociando?
¿Así?
¿En gerundio?
🙄",Negativo
726,Eso es. Morena haciendo campaña con la vacuna. Es que son moralmente superiores. https://t.co/tbRTwWySUj,Negativo
727,"Esta es la primera producción de la vacuna CanSino, envasada en México por Drugmex. Una vez validado su proceso biológico, en unas semanas, estarán listas para su aplicación.

¡Gracias @m_ebrard por su tu liderazgo para lograrlo y gracias a la @COFEPRIS! 

#MultilateralesResuelve https://t.co/qBJytMQkyK",Positivo
729,"Esta madrugada llegaron a México desde la India, el primer embarque con 870 mil vacunas vs. Covid-19 de AstraZeneca que serán aplicadas a los adultos mayores del país. El @GobiernoMX continua avanzando la jornada nacional de vacunación considerando la salud una prioridad. https://t.co/wo6eKJTSze",Positivo
730,"Esta madrugada llegó 1 millón de dosis de vacuna coronavac, del laboratorio Sinovac, procedentes de China. El @GobiernoMX continúa trabajando para garantizar la salud de las y los mexicanos. La vacuna es gratuita y universal. No bajemos la guardia y sigamos las medidas sanitarias https://t.co/YddwPjfu5u",Positivo
731,"Esta mañana llegaron más de 170 mil vacunas vs Covid-19 de la farmacéutica Pzifer. Mañana llegará 1 millón 700 mil vacunas de Sinovac. Han llegado a México casi 10 millones de vacunas. La vacuna gratuita es un derecho de todos, el @GobiernoMX está trabajando para hacerlo realidad https://t.co/CUIUA8vLXP",Positivo
732,Esta mañana llegó a la Ciudad de México un embarque con un millón de dosis de la vacuna Sinovac. Agradecemos al gobierno de China su solidaridad y cooperación para el control de la pandemia. https://t.co/GQOaSfAo40,Positivo
733,"Esta mañana, el canciller @m_ebrard en compañía del embajador de 🇨🇳 en 🇲🇽, Zhu Qingqiao, el director general del @ISSSTE_mx, Luis Antonio Ramírez Pineda, la subsecretaria @marthadelgado y @santaella_dr de @Birmex recibieron 800 mil dosis de la vacuna de Sinovac. https://t.co/uCUqlg80XP",Positivo
734,"Esta persona informa, a gritos, que al personal de salud privado no se le va a vacunar.

Generan un caos brutal pero, además, discriminan ¿por adscripción?

Sería bueno saber si esto es decisión oficial o qué pasó.

https://t.co/Cn1QqC1ta6",Negativo
735,"Esta situación es dramática;Es la Escuela Naval Militar,México🇲🇽,cientos de médicos q labora en hospitales privados,acudieron para ser vacunados.Llevan horas formados c/la incertidumbre,no saben si alcanzaran una vacuna;Ellos dicen q literalmente están mendigando por la vacuna. https://t.co/fOMDZXrx7W",Negativo
736,"Esta tarde arribarán a Tabasco 14691 dosis de la vacuna AstraZeneca, con esto iniciaremos mañana la vacunación de los adultos mayores en el municipio de Cunduacan. Ahí se establecerán 14 puntos de vacunación en un trabajo conjunto de la Secretaria de Salud Federal, Secretaría de",Positivo
737,"Esta vacuna es dolorosa, tiene efectos colaterales, pero garantiza el 100% de efectividad contra el deliriovirus. 🔬

@pacobaca en @El_Universal_Mx https://t.co/qOLMwFK1LI",Negativo
739,"Establecimos una mesa de trabajo conjunto con el @GobiernoMX y el Gobierno @Edomex, para llevar a cabo la vacunación en el #Edoméx. https://t.co/3fXTtyhoFt",Positivo
740,"Estadio Olímpico Universitario en Álvaro Obregón. 

Cuenta con 53 células de vacunación simultánea y una capacidad de aplicación de hasta 8,320 vacunas por día. https://t.co/RfBvIFZwyQ",Positivo
741,"Estados Unidos acaba de entregarle 2.7 millones de vacunas a México y 1.5 millones a Canadá.

En vez de mendigar el voto en el directorio del FMI, lo que hay que pedirle a Biden son vacunas. Las vacunas que dijeron que tenían y que no supieron conseguir.",Negativo
745,"Estamos listos para arrancar con la vacunación de adultos de 60 años o más.

Junto con @GobiernoMX tenemos 70 unidades vacunadoras en las alcaldías Milpa Alta, Cuajimalpa y Magdalena Contreras.

No es necesario llegar muy temprano a formarse. Habrá suficientes vacunas para tod@s. https://t.co/KakP1YPIBM",Positivo
746,Están a nada de vender cachitos para rifa de vacunas.....,Negativo
749,"Este 01 de febrero fueron aplicadas 1,621 dosis de la vacuna contra #COVID19.
Hasta este día suman 675,202 dosis aplicadas en México. https://t.co/c45Vgzyf4c",Positivo
750,"Este 02 de marzo se reportaron 47,731 dosis aplicadas de la vacuna contra #COVID19.

Hasta este día suman 2,583,435 dosis aplicadas en México. https://t.co/5RrRaKFUMF",Positivo
754,"Este 08 de marzo se reportaron 51,802 dosis aplicadas de la vacuna contra #COVID19.

Hasta este día suman 2,849,630 dosis aplicadas en México. https://t.co/DI2V3uudi1",Positivo
755,"Este 09 de marzo se reportaron 202,701 dosis aplicadas de la vacuna contra #COVID19.

Hasta este día suman 3,100,868 dosis aplicadas en México. https://t.co/7JgbXzvyb0",Positivo
756,"Este 12 de marzo se reportaron 147,891 dosis aplicadas de la vacuna contra #COVID19.

Hasta este día suman 4,005,131 dosis aplicadas en México. https://t.co/Z7RXiIoa1W",Positivo
757,"Este 13 de marzo se reportaron 115,994 dosis aplicadas de la vacuna contra #COVID19.

Hasta este día suman 4,214,494 dosis aplicadas en México. https://t.co/LHBydpBajL",Positivo
758,"Este 14 de marzo se reportaron 74,382 dosis aplicadas de la vacuna contra #COVID19.

Hasta este día suman 4,339,926 dosis aplicadas en México. https://t.co/V9nwKS8lZm",Positivo
759,"Este 16 de febrero se reportaron 101,598 dosis aplicadas de la vacuna contra #COVID19.

Hasta este día suman 915,383 dosis aplicadas en México. https://t.co/AiLSNbJ8hY",Positivo
760,"Este 16 de marzo se reportaron 97,822 dosis aplicadas de la vacuna contra #COVID19.

Hasta este día suman 4,530,784 dosis aplicadas en México. https://t.co/Snev4gG6We",Positivo
761,"Este 17 de marzo, comienza la aplicación de la 2da dosis de la vacuna Sputnik en @Alc_Tlahuac, @XochimilcoAl e @IztacalcoAl. 

Es importante llevar su comprobante de vacunación y sólo se aplicará a quienes recibieron la primera, porque el componente de ambas es distinto. https://t.co/gNsvpA9QFB",Positivo
762,"Este 18 de marzo se reportaron 158,029 dosis aplicadas de la vacuna contra #COVID19.

Hasta este día suman 4,947,552 dosis aplicadas en México. https://t.co/3ryGUC6zvM",Positivo
763,"Este 19 de febrero se reportaron 167,453 dosis aplicadas de la vacuna contra #COVID19.

Hasta este día suman 1,574,158 dosis aplicadas en México. https://t.co/yO0mkbJSnX",Positivo
764,"Este 19 de marzo se reportaron 167,475 dosis aplicadas de la vacuna contra #COVID19.

Hasta este día suman 5,186,751 dosis aplicadas en México. https://t.co/JfJUm5m6hq",Positivo
765,"Este 20 de marzo se reportaron 195,700 dosis aplicadas de la vacuna contra #COVID19.

Hasta este día suman 5,459,014 dosis aplicadas en México. https://t.co/XNeTKtGMmb",Positivo
766,"Este 21 de febrero se reportaron 16,738 dosis aplicadas de la vacuna contra #COVID19.

Hasta este día suman 1,689,158 dosis aplicadas en México. https://t.co/XZ1p2ahlRn",Positivo
767,"Este 21 de marzo se reportaron 109,387 dosis aplicadas de la vacuna contra #COVID19.

Hasta este día suman 5,612,291 dosis aplicadas en México. https://t.co/QAFAFWGDR3",Positivo
768,"Este 22 de febrero se reportaron 38,790 dosis aplicadas de la vacuna contra #COVID19.

Hasta este día suman 1,733,404 dosis aplicadas en México. https://t.co/Ho4j20IE1b",Positivo
769,"Este 22 de marzo se reportaron 118,007 dosis aplicadas de la vacuna contra #COVID19.

Hasta este día suman 5,781,359 dosis aplicadas en México. https://t.co/jAUNqFQAHB",Positivo
771,"Este 23 de marzo se reportaron 107,527 dosis aplicadas de la vacuna contra #COVID19.

Hasta este día suman 5,926,967 dosis aplicadas en México. https://t.co/yCHyZGm05l",Positivo
772,"Este 24 de febrero se reportaron 85,576 dosis aplicadas de la vacuna contra #COVID19.

Hasta este día suman 1,900,784 dosis aplicadas en México. https://t.co/I3unbtFosk",Positivo
773,"Este 24 de marzo se reportaron 105,291 dosis aplicadas de la vacuna contra #COVID19.

Hasta este día suman 6,119,298 dosis aplicadas en México. https://t.co/AnM3FqLEI4",Positivo
774,"Este 24 de marzo, junto con @GobiernoMX arranca el Programa Nacional de Vacunación a adultos de 60 años y más en @Alcaldia_Coy con 3 macrounidades con 54 células vacunadoras en cada una. Se aplicará la vacuna Pfizer-BioNTech.

Comparto info: https://t.co/HsgxIKZZ5T",Positivo
775,"Este 25 de febrero se reportaron 162,233 dosis aplicadas de la vacuna contra #COVID19.

Hasta este día suman 2,088,813 dosis aplicadas en México. https://t.co/Vz0lbeZ729",Positivo
776,"Este 25 de marzo se reportaron 95,538 dosis aplicadas de la vacuna contra #COVID19.

Hasta este día suman 6,243,886 dosis aplicadas en México. https://t.co/IHVvbBRs7N",Positivo
777,"Este 26 de febrero se reportaron 127,922 dosis aplicadas de la vacuna contra #COVID19.

Hasta este día suman 2,271,032 dosis aplicadas en México. https://t.co/rkSfU7PrjK",Positivo
778,"Este 26 de marzo se reportaron 172,855 dosis aplicadas de la vacuna contra #COVID19.

Hasta este día suman 6,487,170 dosis aplicadas en México. https://t.co/SVy694mSUq",Positivo
779,"Este 27 de marzo se reportaron 173,665 dosis aplicadas de la vacuna contra #COVID19.

Hasta este día suman 6,724,789 dosis aplicadas en México. https://t.co/hlksbnFKQy",Positivo
780,"Este 28 de enero fueron aplicadas 2,649 dosis de la vacuna contra #COVID19.
Hasta este día suman 657,842 dosis aplicadas en México. https://t.co/nPa5vbQiFY",Positivo
781,"Este 29 de enero fueron aplicadas 3,565 dosis de la vacuna contra #COVID19.
Hasta este día suman 662,217 dosis aplicadas en México. https://t.co/ZZONBljMCX",Positivo
783,"Este 30 de enero fueron aplicadas 8,090 dosis de la vacuna contra #COVID19.
Hasta este día suman 670,307 dosis aplicadas en México. https://t.co/LWN7VOhP2B",Positivo
785,"Este 31 de enero fueron aplicadas 3,020 dosis de la vacuna contra #COVID19.
Hasta este día suman 673,327 dosis aplicadas en México. https://t.co/zagWlQFU3l",Positivo
788,"Este es el modelo de vacunación masiva que implementaron en Chile. Y les doy un dato: no hay siervos de la nación

Más en https://t.co/BjdELZ2NRh https://t.co/cxYX2LHKjW",Negativo
789,"Este gobierno ha reservado información sobre Santa Lucía, contratos de vacunas, Cienfuegos, Odebrecht, Tlalhuelilpan, operativo Ovidio Guzmán, enfrentamientos de civiles y militares, Pemex/Etileno XXI, Tren Maya, Ayotzinapa y mucho +

Cuarta Transformación = Cuarta Ocultación https://t.co/L46AbvFE41",Negativo
792,"Este martes arribó a #México el décimo cuarto embarque de #Vacunas #PfizerBioNTech contra #COVID19 proveniente de Bruselas, #Bélgica con 487 mil 500 dosis. La mejor vacuna es cuidarnos mutuamente. https://t.co/2Omp94S1Ka",Positivo
799,"Esto es muy grave, hoy miles de brigadistas de @PartidoMorenaMx hacen proselitismo con programas federales (incluido vacunas), sin que podamos saber si son pagados como “servidores de la Nación”. Es fraude, no entiendo por qué los partidos de la alianza no van con todo contra eso https://t.co/2YeIVaz51M",Negativo
800,"Esto es muy sencillo: si las vacunas no están disponibles para ponerse hoy, no están. Lo demás es bizantinismo y propaganda.",Negativo
802,"Esto pasa en México 😡 De no creerse. La corrupción hasta los hospitales. El maltrato a los que nos han estado salvando desde marzo es increíble!  De película de terror y el monstruo: el gobierno. 
Espero @lopezobrador_ ni piense en ponerse la vacuna. Cargue con su estampita. https://t.co/TqGxeAaUfp",Negativo
803,Estoy visitando los lugares donde hubo mayores retrasos en el inicio de vacunación. Importante que sepan qué hay 500 vacunas por unidad de vacunación. Se reparten las fichas. No se van los equipos hasta que no terminen. En San Jerónimo Lídice en Magdalena Contreras. https://t.co/oW4bgClxwK,Positivo
